Provinsi,Kabupaten/Kota,Kecamatan,Kelurahan/Desa,Jumlah Penduduk,Jumlah Kepala Keluarga,Perpindahan Penduduk,Jumlah Meninggal,Perubahan Data,Wajib KTP,Jumlah Rekam Wajib KTP,Islam,Kristen,Katholik,Hindu,Buddha,Konghuchu,Kepercayaan terhadap Tuhan YME,Laki-laki,Perempuan,Belum Kawin,Kawin,Cerai Hidup,Cerai Mati,Usia 0-4 Tahun,Usia 5-9 Tahun,Usia 10-14 Tahun,Usia 15-19 Tahun,Usia 20-24 Tahun,Usia 25-29 Tahun,Usia 30-34 Tahun,Usia 35-39 Tahun,Usia 40-44 Tahun,Usia 45-49 Tahun,Usia 50-54 Tahun,Usia 55-59 Tahun,Usia 60-64 Tahun,Usia 65-69 Tahun,Usia 70-74 Tahun,Usia 75 Tahun ke Atas,Lahir Tahun 2020,Lahir Sebelum Tahun 2020,Lahir Tahun 2021,Lahir Sebelum Tahun 2021,Lahir Tahun 2022,Lahir Sebelum Tahun 2022,Lahir Tahun 2023,Lahir Sebelum Tahun 2023,Lahir Tahun 2024,Lahir Sebelum Tahun 2024,Pertumbuhan Penduduk Tahun 2020 (%),Pertumbuhan Penduduk Tahun 2021 (%),Pertumbuhan Penduduk Tahun 2022 (%),Pertumbuhan Penduduk Tahun 2023 (%),Pertumbuhan Penduduk Tahun 2024 (%),Usia Pendidikan 3-4 Tahun,Usia Pendidikan 5 Tahun,Usia Pendidikan 6-11 Tahun,Usia Pendidikan 12-14 Tahun,Usia Pendidikan 15-17 Tahun,Usia Pendidikan 18-22 Tahun,Tidak/Belum Sekolah,Belum Tamat SD,Tamat SD,SLTP,SLTA,D1 dan D2,D3,S1,S2,S3,Golongan Darah A,Golongan Darah B,Golongan Darah AB,Golongan Darah O,Golongan Darah A+,Golongan Darah A-,Golongan Darah B+,Golongan Darah B-,Golongan Darah AB+,Golongan Darah AB-,Golongan Darah O+,Golongan Darah O-,Golongan Darah Tidak Diketahui,Belum/Tidak Bekerja,Nelayan,Pelajar dan Mahasiswa,Pensiunan,Perdagangan,Mengurus Rumah Tannga,Wiraswasta,Guru,Perawat,Pengacara,Pekerjaan Lainnya
JAWA TIMUR,KAB. JEMBER,MUMBULSARI,TAMANSARI,"7,445","2,683",9,10,"6,155","5,627","5,627","7,437",3,4,1,0,0,0,"3,699","3,746","2,625","4,300",92,428,432,592,573,407,584,535,565,570,529,498,496,447,337,275,252,353,120,"7,013",119,"7,133",88,"7,252",70,"7,340",35,"7,410",2,2,1,1,0,239,106,703,356,261,456,"2,778","1,236","2,448",551,374,5,14,36,2,1,14,6,5,25,0,0,1,1,0,1,0,2,"7,390","2,094",1,587,3,115,"1,472","1,566",20,3,1,
JAWA TIMUR,KAB. JEMBER,ARJASA,KAMAL,"5,858","2,267",41,1,"4,793","4,535","4,535","5,852",1,0,1,4,0,0,"2,916","2,942","2,018","3,457",97,286,331,387,425,368,440,423,454,440,419,398,435,348,321,246,200,223,82,"5,527",77,"5,609",68,"5,686",56,"5,754",48,"5,810",1,1,1,1,1,159,75,486,251,232,389,"2,359","1,165","1,440",411,419,6,11,41,6,0,12,11,6,20,2,0,3,0,0,1,0,1,"5,802","1,530",,486,5,61,666,717,17,,,
JAWA TIMUR,KAB. JEMBER,MUMBULSARI,SUCO,"12,753","4,640",25,12,"10,204","9,594","9,594","12,753",0,0,0,0,0,0,"6,387","6,366","4,513","7,433",186,621,757,"1,007","1,023",685,"1,035","1,015",907,909,806,793,834,854,692,497,446,493,192,"11,996",192,"12,188",153,"12,380",146,"12,533",74,"12,679",2,2,1,1,1,384,179,"1,222",629,436,802,"4,360","2,048","4,425","1,022",729,21,24,115,4,5,34,29,12,42,5,0,0,0,0,0,0,2,"12,629","3,544",,947,15,200,"2,122","2,009",38,3,,
JAWA TIMUR,KAB. JEMBER,MUMBULSARI,KARANG KEDAWUNG,"9,822","3,753",11,14,"8,101","7,556","7,556","9,807",14,0,0,1,0,0,"4,897","4,925","3,406","5,629",204,583,499,727,713,577,760,757,790,714,696,621,652,641,591,385,340,359,124,"9,323",130,"9,447",110,"9,577",94,"9,687",41,"9,781",1,1,1,1,0,254,137,863,440,369,640,"3,144","1,577","3,624",751,580,19,28,95,4,0,16,16,8,33,0,0,0,0,1,0,0,1,"9,747","2,475",2,887,11,74,"2,138","1,573",41,4,,
JAWA TIMUR,KAB. JEMBER,PAKUSARI,SUBO,"3,482","1,362",11,3,"3,068","2,662","2,662","3,478",0,4,0,0,0,0,"1,720","1,762","1,203","2,007",77,195,211,244,263,218,270,244,216,259,281,211,235,238,196,131,102,163,56,"3,271",38,"3,327",45,"3,365",44,"3,410",28,"3,454",2,1,1,1,1,94,52,296,159,126,244,"1,080",634,"1,128",335,270,8,3,23,1,0,7,10,1,9,0,0,1,0,0,0,1,0,"3,453",934,,258,1,18,465,410,9,4,,
JAWA TIMUR,KAB. JEMBER,MAYANG,TEGALWARU,"5,993","2,325",10,11,"5,195","4,610","4,610","5,988",3,0,2,0,0,0,"2,950","3,043","2,006","3,559",133,295,351,429,435,322,475,441,481,409,403,427,398,365,320,236,198,303,94,"5,642",77,"5,736",70,"5,813",64,"5,883",46,"5,947",2,1,1,1,1,171,89,512,263,201,379,"1,980","1,142","1,797",559,427,10,13,61,4,0,14,16,9,22,1,0,1,0,1,0,0,0,"5,929","1,631",2,410,5,162,"1,035","1,059",15,,2,
JAWA TIMUR,KAB. JEMBER,KALISAT,SUMBERKETEMPA,"5,389","2,088",13,2,"4,760","4,092","4,091","5,389",0,0,0,0,0,0,"2,665","2,724","1,867","3,120",100,302,348,356,424,284,432,390,374,394,410,383,344,323,280,210,177,260,78,"5,041",81,"5,119",91,"5,200",60,"5,291",38,"5,351",2,2,2,1,1,159,66,428,286,195,365,"1,573",691,"1,984",658,421,14,14,31,3,0,6,10,3,41,0,0,1,0,0,0,1,1,"5,326","1,549",,347,9,65,864,427,18,4,,
JAWA TIMUR,KAB. JEMBER,LEDOKOMBO,SUMBERSALAK,"10,586","4,031",20,10,"8,787","8,183","8,183","10,566",7,11,2,0,0,0,"5,267","5,319","3,744","6,068",246,528,501,779,795,631,877,734,718,744,826,790,730,644,581,408,336,492,128,"10,085",118,"10,213",117,"10,331",81,"10,448",57,"10,529",1,1,1,1,1,246,165,909,500,393,744,"3,912","1,684","3,505",838,530,19,21,74,3,0,7,31,10,24,2,1,0,0,0,0,0,5,"10,506","2,899",2,857,4,82,"2,014","1,331",40,7,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,BALETBARU,"6,090","2,264",11,11,"5,358","4,697","4,697","6,067",15,8,0,0,0,0,"3,033","3,057","2,152","3,480",103,355,374,412,448,282,490,421,439,454,470,408,412,392,313,284,227,264,87,"5,716",79,"5,803",87,"5,882",63,"5,969",58,"6,032",2,1,1,1,1,166,88,486,286,180,394,"1,543",741,"2,296",653,662,17,35,133,10,0,17,6,4,22,2,0,0,0,0,1,0,2,"6,036","1,563",,567,11,117,"1,523",983,52,10,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,SUKOREJO,"4,638","1,765",5,7,"3,889","3,546","3,546","4,628",2,5,0,3,0,0,"2,261","2,377","1,568","2,704",68,298,305,310,350,245,345,344,317,351,344,299,344,272,245,180,165,222,66,"4,333",77,"4,399",62,"4,476",58,"4,538",42,"4,596",2,2,1,1,1,143,57,366,237,148,289,"1,341",556,"1,737",449,432,12,24,84,2,1,10,16,7,18,0,0,0,0,0,0,0,1,"4,586","1,187",,382,11,23,"1,145",593,29,7,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,DAWUHANMANGLI,"3,865","1,442",10,14,"3,292","2,977","2,977","3,858",7,0,0,0,0,0,"1,875","1,990","1,346","2,220",57,242,255,252,272,227,283,277,231,303,282,247,276,259,233,150,104,214,47,"3,610",53,"3,657",61,"3,710",69,"3,771",25,"3,840",1,1,2,2,1,100,49,304,171,144,252,938,456,"1,608",402,335,18,18,81,9,0,5,11,10,33,0,0,1,0,0,0,2,1,"3,802","1,053",,303,11,21,"1,055",556,23,7,,
JAWA TIMUR,KAB. JEMBER,SILO,MULYOREJO,"12,781","4,743",33,14,"8,768","9,784","9,784","12,774",1,5,1,0,0,0,"6,574","6,207","4,567","7,717",134,363,580,952,"1,029",771,968,960,852,915,990,"1,051","1,010",872,634,445,378,374,163,"12,201",118,"12,364",137,"12,482",111,"12,619",51,"12,730",1,1,1,1,0,281,184,"1,132",665,503,810,"4,429","2,278","4,364","1,044",553,21,18,71,3,0,43,12,13,34,1,0,1,0,0,0,1,4,"12,672","3,019",1,"1,488",50,26,"1,801",744,89,4,,
JAWA TIMUR,KAB. JEMBER,AJUNG,AJUNG,"19,117","6,662",66,31,"16,968","14,290","14,290","19,029",52,24,5,7,0,0,"9,613","9,504","7,574","10,118",447,978,"1,140","1,503","1,582","1,212","1,506","1,419","1,474","1,507","1,473","1,342","1,300","1,161",912,636,465,485,279,"17,977",264,"18,256",246,"18,520",218,"18,766",133,"18,984",2,1,1,1,1,543,309,"1,793",983,732,"1,316","5,409","2,105","6,032","2,398","2,482",53,120,472,43,3,75,119,34,186,4,0,6,0,3,0,3,3,"18,684","5,543",4,"2,027",37,300,"3,546","3,212",137,25,2,
JAWA TIMUR,KAB. JEMBER,KALIWATES,MANGLI,"16,731","5,542",88,47,"15,385","12,742","12,742","16,176",298,215,16,25,1,0,"8,253","8,478","7,195","8,187",399,950,935,"1,232","1,283","1,189","1,381","1,295","1,208","1,103","1,204","1,209","1,266","1,098",856,549,436,487,234,"15,796",222,"16,030",185,"16,252",170,"16,437",124,"16,607",1,1,1,1,1,456,262,"1,461",792,710,"1,295","4,259","1,855","1,935","1,744","3,988",167,492,"2,022",245,24,420,698,179,"1,172",41,1,12,3,3,1,15,10,"14,176","4,825",1,"2,199",269,212,"2,803","2,402",302,48,6,
JAWA TIMUR,KAB. JEMBER,BALUNG,KARANGDUREN,"6,819","2,482",16,23,"6,042","5,283","5,283","6,796",8,13,2,0,0,0,"3,433","3,386","2,566","3,695",182,376,373,472,501,410,499,470,469,454,533,449,485,498,450,272,238,246,90,"6,446",79,"6,536",74,"6,615",72,"6,689",58,"6,761",1,1,1,1,1,169,90,575,308,245,440,"1,639",734,"1,902","1,351",974,24,47,145,3,0,29,34,10,48,1,0,0,1,0,0,2,2,"6,692","1,815",3,664,16,103,"1,531","1,210",46,2,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,JAMINTORO,"4,196","1,416",10,10,"3,131","3,072","3,072","4,195",1,0,0,0,0,0,"2,133","2,063","1,764","2,206",76,150,254,343,395,264,353,308,311,339,324,296,281,215,180,140,98,95,73,"3,942",58,"4,015",53,"4,073",46,"4,126",24,"4,172",2,1,1,1,1,131,55,447,236,165,315,"1,327",620,"1,688",359,165,2,3,31,1,0,6,4,3,7,1,0,0,0,0,0,0,2,"4,173","1,269",,412,1,19,270,888,20,2,,
JAWA TIMUR,KAB. JEMBER,GUMUKMAS,KEPANJEN,"11,797","4,193",16,5,"10,109","9,042","9,042","11,764",7,0,26,0,0,0,"6,012","5,785","4,331","6,747",260,459,676,890,860,653,920,848,872,878,970,889,979,777,553,364,314,354,163,"11,121",173,"11,284",135,"11,457",135,"11,592",70,"11,727",1,2,1,1,1,336,166,"1,056",528,405,778,"3,414","1,582","4,386","1,646",683,11,12,60,3,0,20,13,10,23,6,0,0,0,1,0,2,2,"11,720","3,116",34,"1,055",2,41,"1,607","2,040",28,,,
JAWA TIMUR,KAB. JEMBER,UMBULSARI,UMBULSARI,"8,831","3,156",16,22,"7,871","6,793","6,793","8,747",30,3,46,5,0,0,"4,409","4,422","3,450","4,641",212,528,469,665,659,516,650,619,599,608,711,680,708,590,435,309,291,322,124,"8,362",116,"8,486",86,"8,602",81,"8,688",62,"8,769",1,1,1,1,1,240,146,795,383,309,600,"2,580","1,067","1,970","1,580","1,314",31,54,216,17,2,43,51,14,104,5,0,6,0,3,1,2,2,"8,600","2,496",7,848,33,159,"1,377","1,579",81,10,,
JAWA TIMUR,KAB. JEMBER,AMBULU,SABRANG,"16,657","5,889",51,36,"14,801","12,937","12,937","16,622",15,15,4,1,0,0,"8,497","8,160","6,368","9,177",412,700,883,"1,152","1,228",968,"1,267","1,144","1,168","1,175","1,322","1,269","1,265","1,234",904,654,500,524,236,"15,774",206,"16,010",183,"16,216",166,"16,399",92,"16,565",1,1,1,1,1,442,235,"1,385",760,589,"1,123","4,093","1,997","4,795","2,961","2,279",47,92,378,15,0,83,115,56,170,5,1,1,2,1,0,4,1,"16,218","4,298",11,"1,775",26,278,"3,016","2,319",161,17,,
JAWA TIMUR,KAB. JEMBER,SUKORAMBI,SUKORAMBI,"12,699","4,451",24,26,"11,010","9,675","9,675","12,696",1,2,0,0,0,0,"6,303","6,396","4,683","7,103",219,694,744,920,965,802,988,933,877,923,"1,028",932,912,773,636,489,338,439,176,"11,955",160,"12,131",155,"12,291",158,"12,446",95,"12,604",1,1,1,1,1,336,192,"1,106",587,478,875,"3,672","1,539","4,940","1,278","1,059",11,43,151,5,1,45,62,20,127,2,1,1,0,2,0,2,1,"12,436","3,570",1,"1,092",18,109,"1,822","2,359",40,6,,
JAWA TIMUR,KAB. JEMBER,JENGGAWAH,WONOJATI,"9,580","3,370",25,22,"8,448","7,256","7,256","9,515",56,7,1,0,0,1,"4,746","4,834","3,751","5,063",241,525,596,736,707,586,766,778,763,686,706,637,658,585,508,303,261,304,143,"8,984",138,"9,127",136,"9,265",116,"9,401",63,"9,517",2,2,1,1,1,281,161,862,420,358,645,"2,642","1,281","2,704","1,417","1,183",38,59,243,13,0,70,90,21,142,3,1,4,0,2,0,1,1,"9,245","2,720",3,"1,010",38,239,"1,647","1,894",85,13,,
JAWA TIMUR,KAB. JEMBER,AJUNG,SUKAMAKMUR,"12,226","4,403",47,21,"10,496","9,376","9,376","12,211",10,4,1,0,0,0,"6,160","6,066","4,478","6,849",251,648,701,902,897,704,890,902,912,854,935,827,801,785,688,498,409,521,179,"11,525",176,"11,704",158,"11,880",112,"12,038",76,"12,150",2,2,1,1,1,355,176,"1,052",571,419,785,"3,334","1,438","4,273","1,685","1,222",20,50,192,11,1,68,55,28,169,2,0,3,0,0,0,0,0,"11,901","3,148",3,"1,235",14,146,"1,543","2,567",95,7,,
JAWA TIMUR,KAB. JEMBER,TEMPUREJO,SIDODADI,"11,984","4,259",32,21,"10,794","9,338","9,338","11,952",22,3,4,0,0,3,"6,100","5,884","4,462","6,723",284,515,669,822,832,676,935,838,832,786,947,916,934,823,702,470,379,423,168,"11,315",150,"11,483",138,"11,633",124,"11,771",89,"11,895",1,1,1,1,1,318,191,959,504,394,814,"3,056","1,396","3,584","2,149","1,517",25,49,193,14,1,62,71,37,193,1,0,2,0,0,0,1,4,"11,613","3,135",1,"1,213",13,186,"2,340","1,762",83,7,,
JAWA TIMUR,KAB. JEMBER,PATRANG,PATRANG,"18,127","6,175",54,73,"16,612","13,875","13,875","17,584",364,117,53,9,0,0,"8,890","9,237","7,504","9,161",445,"1,017","1,028","1,309","1,365","1,215","1,439","1,304","1,234","1,289","1,323","1,288","1,232","1,150",954,729,587,681,236,"17,099",252,"17,335",206,"17,587",202,"17,793",132,"17,995",1,1,1,1,1,488,231,"1,591",852,754,"1,318","4,753","2,130","2,788","1,918","3,905",146,478,"1,743",233,33,436,664,223,"1,027",39,3,16,1,9,1,13,13,"15,682","5,329",,"2,040",387,227,"3,388","2,378",237,40,6,
JAWA TIMUR,KAB. JEMBER,SUMBERSARI,KEBONSARI,"31,613","10,628",134,125,"29,155","24,116","24,116","29,117","1,338","1,019",65,69,5,0,"15,645","15,968","13,406","15,638",786,"1,783","1,829","2,392","2,343","2,068","2,425","2,437","2,426","2,372","2,206","1,947","2,126","2,045","1,681","1,313",933,"1,070",443,"29,784",375,"30,227",399,"30,602",345,"31,001",267,"31,346",1,1,1,1,1,818,492,"2,789","1,454","1,231","2,196","8,025","2,693","3,329","3,624","8,353",316,925,"3,876",432,40,"1,137","1,607",474,"3,124",52,1,53,2,16,1,37,26,"25,083","8,907",3,"4,119",630,243,"5,405","4,338",499,85,12,
JAWA TIMUR,KAB. JEMBER,MUMBULSARI,LENGKONG,"8,419","2,981",20,17,"7,280","6,369","6,369","8,411",6,0,0,1,0,1,"4,198","4,221","3,170","4,627",173,449,497,673,639,489,647,668,626,687,602,522,526,497,430,369,238,309,138,"7,922",116,"8,060",110,"8,176",80,"8,286",53,"8,366",2,1,1,1,1,254,132,810,370,291,549,"2,465",894,"2,911",982,938,24,45,154,6,0,30,23,5,57,3,0,0,0,0,0,0,1,"8,300","2,485",1,687,15,66,"2,045","1,369",48,5,,
JAWA TIMUR,KAB. JEMBER,PAKUSARI,BEDADUNG,"3,627","1,381",16,8,"3,182","2,764","2,764","3,624",3,0,0,0,0,0,"1,809","1,818","1,268","2,013",108,238,218,250,287,199,260,254,257,251,288,227,257,245,168,145,112,209,51,"3,409",47,"3,460",42,"3,507",49,"3,549",29,"3,598",1,1,1,1,1,98,53,295,189,132,211,"1,061",416,"1,367",395,336,2,15,33,2,0,7,9,5,17,4,0,0,0,0,0,0,2,"3,583","1,011",1,258,5,21,815,425,14,,,
JAWA TIMUR,KAB. JEMBER,JELBUK,SUCOPANGEPOK,"6,493","2,589",9,16,"5,082","5,090","5,090","6,491",2,0,0,0,0,0,"3,230","3,263","2,042","3,998",99,354,370,405,436,398,539,435,476,481,505,489,502,433,335,248,186,255,90,"6,123",86,"6,213",65,"6,299",75,"6,364",54,"6,439",1,1,1,1,1,176,91,475,275,236,445,"2,804","1,605","1,504",345,209,6,6,14,0,0,4,3,7,5,0,0,0,0,0,0,0,6,"6,468","1,753",,299,2,7,"1,163",217,12,,,
JAWA TIMUR,KAB. JEMBER,SUKOWONO,ARJASA,"3,644","1,442",4,12,"3,002","2,843","2,843","3,644",0,0,0,0,0,0,"1,798","1,846","1,161","2,161",55,267,219,223,248,224,267,258,226,265,292,266,254,244,189,135,128,206,55,"3,425",46,"3,480",48,"3,526",39,"3,574",31,"3,613",2,1,1,1,1,101,51,270,150,135,257,"1,268",686,"1,216",272,155,3,7,37,0,0,5,6,6,8,2,0,0,0,0,0,0,1,"3,616",952,,213,2,32,626,324,22,2,,
JAWA TIMUR,KAB. JEMBER,SILO,SEMPOLAN,"9,293","3,439",23,6,"7,789","7,121","7,121","9,258",20,9,1,5,0,0,"4,615","4,678","3,355","5,285",153,500,513,676,707,531,719,648,681,652,727,661,712,610,461,359,263,373,139,"8,780",115,"8,919",116,"9,034",83,"9,150",60,"9,233",2,1,1,1,1,254,127,822,434,326,608,"2,693","1,680","2,867",983,794,28,54,186,6,2,32,39,17,46,3,0,0,0,0,0,0,4,"9,152","2,520",2,891,20,144,"1,978","1,324",84,5,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,CUMEDAK,"8,546","3,231",15,16,"7,280","6,591","6,591","8,375",150,11,0,10,0,0,"4,216","4,330","2,848","5,142",174,382,495,581,641,454,631,587,578,599,675,612,633,516,421,372,314,437,113,"8,051",100,"8,164",127,"8,264",97,"8,391",58,"8,488",1,1,2,1,1,213,139,680,403,282,535,"2,564","1,120","3,245",887,569,23,23,106,9,0,30,23,14,25,2,0,1,0,0,0,1,2,"8,448","2,234",,620,15,107,"2,074",882,37,3,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,JAMBEARUM,"8,486","3,178",7,9,"6,367","6,498","6,497","8,484",1,0,1,0,0,0,"4,262","4,224","3,162","4,831",112,381,436,622,659,534,659,664,624,640,649,653,633,523,421,276,188,305,119,"8,050",95,"8,169",110,"8,264",75,"8,374",37,"8,449",1,1,1,1,0,214,115,783,383,331,579,"3,312","2,180","2,150",503,283,6,2,44,3,3,17,6,6,13,7,0,0,0,0,0,0,0,"8,437","2,036",,878,3,94,"2,122",401,19,1,,
JAWA TIMUR,KAB. JEMBER,PUGER,MOJOSARI,"11,029","3,960",23,15,"9,490","8,445","8,445","11,020",5,2,0,0,2,0,"5,583","5,446","4,107","6,217",270,435,567,785,891,676,848,775,816,846,872,817,826,663,629,361,322,335,136,"10,462",148,"10,598",112,"10,746",114,"10,858",57,"10,972",1,1,1,1,1,284,155,954,567,415,740,"2,600","1,003","4,434","1,849",964,23,38,114,4,0,67,39,21,55,4,0,0,0,1,0,2,3,"10,837","2,697",74,"1,149",14,78,"1,658","1,827",64,10,,
JAWA TIMUR,KAB. JEMBER,SUMBERJAMBE,RANDUAGUNG,"6,515","2,558",37,9,"5,427","5,062","5,062","6,500",4,9,2,0,0,0,"3,181","3,334","2,157","3,876",142,340,370,446,470,336,471,445,442,464,481,468,464,437,358,275,226,362,79,"6,145",95,"6,224",91,"6,319",58,"6,410",47,"6,468",1,2,1,1,1,174,86,551,279,194,428,"1,885",781,"2,689",661,398,10,14,74,3,0,23,24,7,29,2,0,1,0,1,0,1,0,"6,427","1,554",,572,4,29,"1,156",548,32,2,1,
JAWA TIMUR,KAB. JEMBER,AMBULU,KARANGANYAR,"16,535","5,814",39,44,"14,610","12,701","12,701","16,439",71,9,4,12,0,0,"8,408","8,127","6,646","8,641",422,826,943,"1,202","1,222","1,045","1,259","1,179","1,157","1,166","1,346","1,286","1,237","1,046",883,577,478,509,200,"15,592",234,"15,792",207,"16,026",190,"16,233",112,"16,423",1,1,1,1,1,434,224,"1,442",758,611,"1,202","4,266","1,761","4,891","2,803","2,240",59,99,392,24,0,75,81,28,161,2,0,5,0,3,1,1,4,"16,174","4,506",9,"1,859",21,436,"2,559","3,186",177,14,1,
JAWA TIMUR,KAB. JEMBER,GUMUKMAS,KARANGREJO,"11,387","4,025",17,15,"10,174","8,870","8,870","11,375",10,1,0,0,0,1,"5,814","5,573","4,351","6,173",290,573,555,753,840,729,868,776,783,810,915,824,901,807,638,495,362,331,143,"10,832",138,"10,975",140,"11,113",89,"11,253",45,"11,342",1,1,1,1,0,281,163,910,520,436,805,"2,744","1,315","3,680","2,051","1,318",30,32,209,8,0,57,43,16,94,4,0,3,0,2,0,4,0,"11,164","2,984",17,"1,203",20,162,"2,076","2,194",99,4,,
JAWA TIMUR,KAB. JEMBER,BANGSALSARI,KARANGSONO,"8,634","2,960",23,8,"7,514","6,545","6,545","8,620",14,0,0,0,0,0,"4,371","4,263","3,440","4,582",198,414,491,630,698,573,672,578,567,584,695,677,631,565,431,325,235,282,123,"8,143",122,"8,266",94,"8,388",96,"8,482",56,"8,578",2,1,1,1,1,245,124,785,419,332,650,"2,172","1,160","2,638","1,494",973,19,39,128,10,1,37,45,12,50,2,0,2,0,1,1,0,0,"8,484","2,279",,"1,018",12,43,"1,055","1,951",48,11,,
JAWA TIMUR,KAB. JEMBER,BALUNG,KARANG SEMANDING,"7,827","2,706",17,15,"6,753","5,961","5,961","7,826",0,0,1,0,0,0,"3,913","3,914","3,021","4,275",183,348,436,589,609,494,606,551,555,535,648,507,567,542,441,273,234,240,94,"7,391",104,"7,485",100,"7,589",86,"7,689",52,"7,775",1,1,1,1,1,198,92,734,372,301,545,"2,407",982,"2,769",882,650,15,32,90,0,0,29,21,14,46,2,0,2,0,0,1,1,4,"7,707","2,286",2,722,4,98,"1,454","1,345",43,11,,
JAWA TIMUR,KAB. JEMBER,KALISAT,AJUNG,"10,372","3,794",28,47,"9,262","7,854","7,854","10,256",86,27,1,1,1,0,"5,137","5,235","4,005","5,441",221,705,656,730,790,670,869,794,716,679,785,700,693,650,500,395,333,412,160,"9,716",165,"9,876",132,"10,041",109,"10,173",90,"10,282",2,2,1,1,1,325,143,865,512,417,769,"2,734","1,265","2,392","1,542","1,780",83,161,396,18,1,96,151,54,232,7,0,5,1,2,0,4,8,"9,812","3,037",3,"1,040",115,159,"2,085","1,281",120,35,,
JAWA TIMUR,KAB. JEMBER,TEMPUREJO,CURAHNONGKO,"6,481","2,414",21,6,"5,646","5,019","5,019","6,427",46,4,0,0,0,4,"3,270","3,211","2,390","3,634",199,258,314,453,488,442,474,420,432,460,526,469,480,418,391,307,199,208,85,"6,167",86,"6,252",61,"6,338",55,"6,399",27,"6,454",1,1,1,1,0,171,84,569,288,270,447,"1,699",794,"2,255","1,055",589,6,19,61,2,1,18,19,6,27,1,0,0,0,0,0,2,3,"6,405","1,770",,578,13,119,780,932,14,2,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,JAMBESARI,"5,085","1,662",10,1,"3,962","3,818","3,818","5,085",0,0,0,0,0,0,"2,536","2,549","1,934","2,915",79,157,188,413,448,372,362,358,412,445,426,325,310,348,278,182,109,109,60,"4,897",44,"4,957",39,"5,001",30,"5,040",15,"5,070",1,1,1,1,0,104,62,527,272,241,332,"1,743","1,116","1,887",212,100,2,5,19,1,0,10,0,3,6,0,0,0,0,0,0,0,4,"5,062","1,363",,560,2,46,692,624,9,1,,
JAWA TIMUR,KAB. JEMBER,SUMBERBARU,KARANGBAYAT,"14,573","5,076",37,19,"11,089","10,811","10,811","14,571",2,0,0,0,0,0,"7,157","7,416","5,785","7,928",235,625,777,"1,212","1,253",918,"1,108",986,"1,139","1,111","1,122",985,993,953,754,485,358,419,231,"13,796",202,"14,027",150,"14,229",124,"14,379",70,"14,503",2,1,1,1,0,433,250,"1,477",738,586,959,"5,724","2,765","4,496","1,022",480,9,17,58,2,0,31,19,7,17,1,0,0,1,0,0,0,3,"14,494","4,258",2,"1,469",11,127,"2,439","2,029",36,4,,
JAWA TIMUR,KAB. JEMBER,WULUHAN,KESILIR,"18,401","6,423",56,28,"16,231","14,427","14,427","18,277",53,67,4,0,0,0,"9,304","9,097","7,053","10,102",438,808,922,"1,225","1,330","1,106","1,381","1,319","1,254","1,229","1,432","1,368","1,508","1,322","1,016",755,590,644,251,"17,479",216,"17,730",198,"17,946",153,"18,144",104,"18,297",1,1,1,1,1,467,226,"1,524",805,639,"1,261","4,319","2,021","5,376","3,357","2,760",54,120,375,19,0,97,104,61,169,7,0,4,0,1,1,7,18,"17,932","4,718",7,"2,004",32,244,"2,411","2,991",156,22,,
JAWA TIMUR,KAB. JEMBER,SUKORAMBI,KLUNGKUNG,"5,580","2,094",11,10,"4,501","4,313","4,313","5,576",3,0,1,0,0,0,"2,718","2,862","1,852","3,306",114,308,288,426,377,327,380,370,387,407,487,415,416,364,342,234,166,194,84,"5,292",55,"5,376",67,"5,431",55,"5,498",27,"5,553",2,1,1,1,0,139,87,481,235,208,331,"2,002",966,"1,839",445,278,9,2,38,1,0,25,18,6,21,3,0,0,0,0,0,1,1,"5,505","1,477",,438,5,112,"1,405",650,7,,,
JAWA TIMUR,KAB. JEMBER,SUMBERSARI,KRANJINGAN,"17,861","5,945",87,52,"15,586","13,158","13,158","17,501",203,127,17,13,0,0,"8,936","8,925","7,433","9,126",375,927,"1,209","1,503","1,418","1,242","1,358","1,336","1,462","1,319","1,236","1,158","1,140","1,056",858,573,450,543,268,"16,652",300,"16,920",269,"17,220",232,"17,489",140,"17,721",2,2,2,1,1,568,299,"1,768",854,722,"1,291","5,329","1,870","3,585","2,063","3,378",114,333,"1,073",104,12,293,389,104,668,9,1,20,1,5,4,13,21,"16,333","5,491",,"1,832",140,134,"3,270","3,560",169,35,5,
JAWA TIMUR,KAB. JEMBER,SUKORAMBI,DUKUHMENCEK,"8,875","3,114",38,20,"7,762","6,693","6,693","8,844",23,8,0,0,0,0,"4,397","4,478","3,437","4,725",176,537,633,646,637,553,743,710,697,627,659,637,586,504,433,346,194,270,142,"8,242",139,"8,384",132,"8,523",118,"8,655",102,"8,773",2,2,2,1,1,281,139,749,395,330,639,"2,458",960,"2,620","1,207","1,251",17,72,268,22,0,49,47,20,99,7,0,4,0,0,0,2,5,"8,642","2,580",,844,25,89,"1,843","1,816",77,13,,
